6150221_00	28.4858215642	-16.3455296621	671.6180412369	21 2  2014	 0 32 38.60     	
6150221_00	28.4858307445	-16.3455573550	671.6469718665	21 2  2014	 0 32 38.80     	
6150221_00	28.4858399438	-16.3455851182	671.6610457450	21 2  2014	 0 32 39.00     	
6150221_00	28.4858491498	-16.3456127871	671.6713486407	21 2  2014	 0 32 39.20     	
6150221_00	28.4858583671	-16.3456404638	671.6921476424	21 2  2014	 0 32 39.40     	
6150221_00	28.4858676195	-16.3456681879	671.7032753471	21 2  2014	 0 32 39.60     	
6150221_00	28.4858768121	-16.3456957867	671.7177076796	21 2  2014	 0 32 39.80     	
6150221_00	28.4858860940	-16.3457234329	671.7546957191	21 2  2014	 0 32 40.00     	
6150221_00	28.4858954757	-16.3457510614	671.7921088766	21 2  2014	 0 32 40.20     	
6150221_00	28.4859049036	-16.3457786443	671.8210653756	21 2  2014	 0 32 40.40     	
6150221_00	28.4859143758	-16.3458061327	671.8483682042	21 2  2014	 0 32 40.60     	
6150221_00	28.4859238386	-16.3458336002	671.8825021470	21 2  2014	 0 32 40.80     	
6150221_00	28.4859333508	-16.3458610600	671.9199560471	21 2  2014	 0 32 41.00     	
6150221_00	28.4859428810	-16.3458885322	671.9491345203	21 2  2014	 0 32 41.20     	
6150221_00	28.4859524478	-16.3459159147	671.9844908481	21 2  2014	 0 32 41.40     	
6150221_00	28.4859620922	-16.3459432846	672.0046256641	21 2  2014	 0 32 41.60     	
6150221_00	28.4859716363	-16.3459705715	672.0457941759	21 2  2014	 0 32 41.80     	
6150221_00	28.4859811619	-16.3459980032	672.0906129479	21 2  2014	 0 32 42.00     	
6150221_00	28.4859906239	-16.3460252316	672.1141270492	21 2  2014	 0 32 42.20     	
6150221_00	28.4860000993	-16.3460526793	672.1589507516	21 2  2014	 0 32 42.40     	
6150221_00	28.4860094128	-16.3460800327	672.1853406010	21 2  2014	 0 32 42.60     	
6150221_00	28.4860186775	-16.3461073262	672.2092109788	21 2  2014	 0 32 42.80     	
6150221_00	28.4860279195	-16.3461347069	672.2570281019	21 2  2014	 0 32 43.00     	
6150221_00	28.4860370695	-16.3461622541	672.2860000916	21 2  2014	 0 32 43.20     	
6150221_00	28.4860461952	-16.3461897927	672.3036190169	21 2  2014	 0 32 43.40     	
6150221_00	28.4860552910	-16.3462174530	672.3466815557	21 2  2014	 0 32 43.60     	
6150221_00	28.4860643385	-16.3462451738	672.3873600122	21 2  2014	 0 32 43.80     	
6150221_00	28.4860734019	-16.3462728612	672.4200296281	21 2  2014	 0 32 44.00     	
6150221_00	28.4860823832	-16.3463005524	672.4451254187	21 2  2014	 0 32 44.20     	
6150221_00	28.4860913201	-16.3463281815	672.4911179803	21 2  2014	 0 32 44.40     	
6150221_00	28.4861003238	-16.3463558102	672.5153071964	21 2  2014	 0 32 44.60     	
6150221_00	28.4861092638	-16.3463832403	672.5458702566	21 2  2014	 0 32 44.80     	
6150221_00	28.4861182331	-16.3464107889	672.5913305162	21 2  2014	 0 32 45.00     	
6150221_00	28.4861270598	-16.3464382340	672.6239164919	21 2  2014	 0 32 45.20     	
6150221_00	28.4861359331	-16.3464656978	672.6607817765	21 2  2014	 0 32 45.40     	
6150221_00	28.4861449009	-16.3464931100	672.6793674398	21 2  2014	 0 32 45.60     	
6150221_00	28.4861538131	-16.3465202437	672.7093756786	21 2  2014	 0 32 45.80     	
6150221_00	28.4861626303	-16.3465475468	672.7583867023	21 2  2014	 0 32 46.00     	
6150221_00	28.4861714360	-16.3465747558	672.7924115686	21 2  2014	 0 32 46.20     	
6150221_00	28.4861802458	-16.3466018515	672.8187261391	21 2  2014	 0 32 46.40     	
6150221_00	28.4861890256	-16.3466288411	672.8479394671	21 2  2014	 0 32 46.60     	
6150221_00	28.4861977457	-16.3466558098	672.8856824739	21 2  2014	 0 32 46.80     	
6150221_00	28.4862065385	-16.3466827644	672.9177874504	21 2  2014	 0 32 47.00     	
6150221_00	28.4862152121	-16.3467095139	672.9311081562	21 2  2014	 0 32 47.20     	
6150221_00	28.4862238446	-16.3467362583	672.9826052906	21 2  2014	 0 32 47.40     	
6150221_00	28.4862325183	-16.3467630938	673.0212514391	21 2  2014	 0 32 47.60     	
6150221_00	28.4862411408	-16.3467897200	673.0292045847	21 2  2014	 0 32 47.80     	
6150221_00	28.4862497507	-16.3468161799	673.0670273295	21 2  2014	 0 32 48.00     	
6150221_00	28.4862583827	-16.3468424958	673.1047680769	21 2  2014	 0 32 48.20     	
6150221_00	28.4862668852	-16.3468686487	673.1357116932	21 2  2014	 0 32 48.40     	
6150221_00	28.4862752911	-16.3468947633	673.1618831810	21 2  2014	 0 32 48.60     	
6150221_00	28.4862837501	-16.3469206871	673.1966130557	21 2  2014	 0 32 48.80     	
6150221_00	28.4862921935	-16.3469465877	673.2286310811	21 2  2014	 0 32 49.00     	
6150221_00	28.4863004903	-16.3469724062	673.2627433361	21 2  2014	 0 32 49.20     	
6150221_00	28.4863088223	-16.3469982190	673.2931837579	21 2  2014	 0 32 49.40     	
6150221_00	28.4863170129	-16.3470239501	673.3267204100	21 2  2014	 0 32 49.60     	
6150221_00	28.4863250845	-16.3470496459	673.3488376783	21 2  2014	 0 32 49.80     	
6150221_00	28.4863328357	-16.3470754848	673.3996939948	21 2  2014	 0 32 50.00     	
6150221_00	28.4863402521	-16.3471013066	673.4182762131	21 2  2014	 0 32 50.20     	
6150221_00	28.4863472911	-16.3471269283	673.4382160893	21 2  2014	 0 32 50.40     	
6150221_00	28.4863541605	-16.3471525829	673.4708425337	21 2  2014	 0 32 50.60     	
6150221_00	28.4863608296	-16.3471782271	673.5133597879	21 2  2014	 0 32 50.80     	
6150221_00	28.4863673184	-16.3472039099	673.5294424258	21 2  2014	 0 32 51.00     	
6150221_00	28.4863737291	-16.3472293983	673.5657782014	21 2  2014	 0 32 51.20     	
6150221_00	28.4863802156	-16.3472549868	673.6075786324	21 2  2014	 0 32 51.40     	
6150221_00	28.4863867349	-16.3472805251	673.6386873871	21 2  2014	 0 32 51.60     	
6150221_00	28.4863933200	-16.3473059402	673.6657349281	21 2  2014	 0 32 51.80     	
6150221_00	28.4864000097	-16.3473313546	673.6969410107	21 2  2014	 0 32 52.00     	
6150221_00	28.4864067826	-16.3473566890	673.7301656092	21 2  2014	 0 32 52.20     	
6150221_00	28.4864136777	-16.3473819777	673.7511238670	21 2  2014	 0 32 52.40     	
6150221_00	28.4864206510	-16.3474072990	673.7904094849	21 2  2014	 0 32 52.60     	
6150221_00	28.4864276846	-16.3474325007	673.8150044233	21 2  2014	 0 32 52.80     	
6150221_00	28.4864348365	-16.3474577196	673.8454004992	21 2  2014	 0 32 53.00     	
6150221_00	28.4864420496	-16.3474827859	673.8766332148	21 2  2014	 0 32 53.20     	
6150221_00	28.4864494347	-16.3475079180	673.9088998344	21 2  2014	 0 32 53.40     	
6150221_00	28.4864567803	-16.3475329549	673.9407044128	21 2  2014	 0 32 53.60     	
6150221_00	28.4864641858	-16.3475579246	673.9653735925	21 2  2014	 0 32 53.80     	
6150221_00	28.4864716816	-16.3475828512	674.0034124572	21 2  2014	 0 32 54.00     	
6150221_00	28.4864792412	-16.3476078334	674.0362320105	21 2  2014	 0 32 54.20     	
6150221_00	28.4864867599	-16.3476326608	674.0623210995	21 2  2014	 0 32 54.40     	
6150221_00	28.4864943039	-16.3476574065	674.0920307459	21 2  2014	 0 32 54.60     	
6150221_00	28.4865019541	-16.3476821526	674.1209689882	21 2  2014	 0 32 54.80     	
6150221_00	28.4865095099	-16.3477068552	674.1521222806	21 2  2014	 0 32 55.00     	
6150221_00	28.4865171226	-16.3477314082	674.1744841523	21 2  2014	 0 32 55.20     	
6150221_00	28.4865247792	-16.3477559462	674.2154427189	21 2  2014	 0 32 55.40     	
6150221_00	28.4865324180	-16.3477804883	674.2486775005	21 2  2014	 0 32 55.60     	
6150221_00	28.4865400320	-16.3478050087	674.2725199768	21 2  2014	 0 32 55.80     	
6150221_00	28.4865477116	-16.3478292861	674.3038008297	21 2  2014	 0 32 56.00     	
6150221_00	28.4865553428	-16.3478535754	674.3328114944	21 2  2014	 0 32 56.20     	
6150221_00	28.4865628606	-16.3478776625	674.3470809143	21 2  2014	 0 32 56.40     	
6150221_00	28.4865703447	-16.3479014871	674.3855470950	21 2  2014	 0 32 56.60     	
6150221_00	28.4865778319	-16.3479253568	674.4236452905	21 2  2014	 0 32 56.80     	
6150221_00	28.4865852068	-16.3479489509	674.4331256859	21 2  2014	 0 32 57.00     	
6150221_00	28.4865925139	-16.3479723642	674.4552429309	21 2  2014	 0 32 57.20     	
6150221_00	28.4865998159	-16.3479956899	674.4642298706	21 2  2014	 0 32 57.40     	
6150221_00	28.4866070050	-16.3480185765	674.4724089112	21 2  2014	 0 32 57.60     	
6150221_00	28.4866143297	-16.3480414197	674.4944385979	21 2  2014	 0 32 57.80     	
6150221_00	28.4866215125	-16.3480639643	674.4890737813	21 2  2014	 0 32 58.00     	
6150221_00	28.4866285493	-16.3480862105	674.4956257073	21 2  2014	 0 32 58.20     	
6150221_00	28.4866356715	-16.3481083927	674.5069241552	21 2  2014	 0 32 58.40     	
6150221_00	28.4866427514	-16.3481301823	674.5051866006	21 2  2014	 0 32 58.60     	
6150221_00	28.4866497802	-16.3481519052	674.5166911036	21 2  2014	 0 32 58.80     	
6150221_00	28.4866566976	-16.3481734168	674.5159428818	21 2  2014	 0 32 59.00     	
6150221_00	28.4866636322	-16.3481946977	674.5200968115	21 2  2014	 0 32 59.20     	
6150221_00	28.4866705734	-16.3482158444	674.5284136590	21 2  2014	 0 32 59.40     	
6150221_00	28.4866774828	-16.3482368377	674.5270163929	21 2  2014	 0 32 59.60     	
6150221_00	28.4866842507	-16.3482574614	674.5194531670	21 2  2014	 0 32 59.80     	
6150221_00	28.4866910161	-16.3482779952	674.5228345841	21 2  2014	 0 33 0.00      	
6150221_00	28.4866977615	-16.3482984306	674.5279511865	21 2  2014	 0 33 0.20      	
6150221_00	28.4867043576	-16.3483184529	674.5285681346	21 2  2014	 0 33 0.40      	
6150221_00	28.4867108882	-16.3483384296	674.5362774618	21 2  2014	 0 33 0.60      	
6150221_00	28.4867173133	-16.3483581576	674.5407323167	21 2  2014	 0 33 0.80      	
6150221_00	28.4867237062	-16.3483777448	674.5326310052	21 2  2014	 0 33 1.00      	
6150221_00	28.4867300685	-16.3483970947	674.5332200229	21 2  2014	 0 33 1.20      	
6150221_00	28.4867363611	-16.3484163727	674.5403653281	21 2  2014	 0 33 1.40      	
6150221_00	28.4867425955	-16.3484357124	674.5411571413	21 2  2014	 0 33 1.60      	
6150221_00	28.4867488411	-16.3484548930	674.5393270757	21 2  2014	 0 33 1.80      	
6150221_00	28.4867551087	-16.3484742425	674.5498033408	21 2  2014	 0 33 2.00      	
6150221_00	28.4867614162	-16.3484936899	674.5583697176	21 2  2014	 0 33 2.20      	
6150221_00	28.4867675882	-16.3485129226	674.5464734072	21 2  2014	 0 33 2.40      	
6150221_00	28.4867738491	-16.3485322874	674.5637465715	21 2  2014	 0 33 2.60      	
6150221_00	28.4867800533	-16.3485516052	674.5611945502	21 2  2014	 0 33 2.80      	
6150221_00	28.4867862064	-16.3485707259	674.5544005083	21 2  2014	 0 33 3.00      	
6150221_00	28.4867923703	-16.3485900163	674.5686891675	21 2  2014	 0 33 3.20      	
6150221_00	28.4867984065	-16.3486091240	674.5615000362	21 2  2014	 0 33 3.40      	
6150221_00	28.4868043869	-16.3486280820	674.5656145457	21 2  2014	 0 33 3.60      	
6150221_00	28.4868104253	-16.3486471171	674.5639125090	21 2  2014	 0 33 3.80      	
6150221_00	28.4868164247	-16.3486660298	674.5662334524	21 2  2014	 0 33 4.00      	
6150221_00	28.4868223520	-16.3486849320	674.5728262169	21 2  2014	 0 33 4.20      	
6150221_00	28.4868282508	-16.3487036958	674.5760704977	21 2  2014	 0 33 4.40      	
6150221_00	28.4868341500	-16.3487224905	674.5860345475	21 2  2014	 0 33 4.60      	
6150221_00	28.4868399987	-16.3487411884	674.5856533283	21 2  2014	 0 33 4.80      	
6150221_00	28.4868457017	-16.3487598105	674.5831753118	21 2  2014	 0 33 5.00      	
6150221_00	28.4868514534	-16.3487784561	674.5869428264	21 2  2014	 0 33 5.20      	
6150221_00	28.4868571314	-16.3487969837	674.5889951987	21 2  2014	 0 33 5.40      	
6150221_00	28.4868627764	-16.3488154105	674.5901590418	21 2  2014	 0 33 5.60      	
6150221_00	28.4868683517	-16.3488339510	674.6043351041	21 2  2014	 0 33 5.80      	
6150221_00	28.4868738360	-16.3488523149	674.5999959446	21 2  2014	 0 33 6.00      	
6150221_00	28.4868791721	-16.3488707149	674.5980165172	21 2  2014	 0 33 6.20      	
6150221_00	28.4868843782	-16.3488890615	674.6036233082	21 2  2014	 0 33 6.40      	
6150221_00	28.4868894910	-16.3489073590	674.6149090016	21 2  2014	 0 33 6.60      	
6150221_00	28.4868945411	-16.3489257010	674.6159878895	21 2  2014	 0 33 6.80      	
6150221_00	28.4868993978	-16.3489439522	674.6142702093	21 2  2014	 0 33 7.00      	
6150221_00	28.4869041628	-16.3489621456	674.6201306460	21 2  2014	 0 33 7.20      	
6150221_00	28.4869088027	-16.3489804512	674.6209341856	21 2  2014	 0 33 7.40      	
6150221_00	28.4869132912	-16.3489985601	674.6222602399	21 2  2014	 0 33 7.60      	
6150221_00	28.4869176135	-16.3490167600	674.6257752627	21 2  2014	 0 33 7.80      	
6150221_00	28.4869217793	-16.3490349608	674.6285421262	21 2  2014	 0 33 8.00      	
6150221_00	28.4869258568	-16.3490530731	674.6310391705	21 2  2014	 0 33 8.20      	
6150221_00	28.4869298432	-16.3490711583	674.6320887078	21 2  2014	 0 33 8.40      	
6150221_00	28.4869336390	-16.3490892708	674.6319765989	21 2  2014	 0 33 8.60      	
6150221_00	28.4869373208	-16.3491072481	674.6279812232	21 2  2014	 0 33 8.80      	
6150221_00	28.4869409302	-16.3491253130	674.6444985904	21 2  2014	 0 33 9.00      	
6150221_00	28.4869444766	-16.3491434093	674.6453854572	21 2  2014	 0 33 9.20      	
6150221_00	28.4869479327	-16.3491613371	674.6500139572	21 2  2014	 0 33 9.40      	
6150221_00	28.4869512707	-16.3491794661	674.6592881382	21 2  2014	 0 33 9.60      	
6150221_00	28.4869547019	-16.3491974682	674.6582288360	21 2  2014	 0 33 9.80      	
6150221_00	28.4869580942	-16.3492155468	674.6566626253	21 2  2014	 0 33 10.00     	
6150221_00	28.4869615399	-16.3492337357	674.6581466980	21 2  2014	 0 33 10.20     	
6150221_00	28.4869650535	-16.3492518121	674.6601628130	21 2  2014	 0 33 10.40     	
6150221_00	28.4869687044	-16.3492699642	674.6746501811	21 2  2014	 0 33 10.60     	
6150221_00	28.4869725393	-16.3492881320	674.6758513926	21 2  2014	 0 33 10.80     	
6150221_00	28.4869764565	-16.3493062396	674.6763850935	21 2  2014	 0 33 11.00     	
6150221_00	28.4869805124	-16.3493244265	674.6767803729	21 2  2014	 0 33 11.20     	
6150221_00	28.4869847908	-16.3493426103	674.6818120796	21 2  2014	 0 33 11.40     	
6150221_00	28.4869892451	-16.3493607944	674.6794638876	21 2  2014	 0 33 11.60     	
6150221_00	28.4869938352	-16.3493789156	674.6928137150	21 2  2014	 0 33 11.80     	
6150221_00	28.4869985027	-16.3493969877	674.6992204841	21 2  2014	 0 33 12.00     	
6150221_00	28.4870032082	-16.3494150546	674.6950347880	21 2  2014	 0 33 12.20     	
6150221_00	28.4870079058	-16.3494330170	674.7031170772	21 2  2014	 0 33 12.40     	
6150221_00	28.4870125522	-16.3494506939	674.6967324335	21 2  2014	 0 33 12.60     	
6150221_00	28.4870172594	-16.3494682096	674.7111374736	21 2  2014	 0 33 12.80     	
6150221_00	28.4870219670	-16.3494856617	674.7247337298	21 2  2014	 0 33 13.00     	
6150221_00	28.4870266177	-16.3495028643	674.7209988665	21 2  2014	 0 33 13.20     	
6150221_00	28.4870312758	-16.3495198252	674.7196455812	21 2  2014	 0 33 13.40     	
6150221_00	28.4870358918	-16.3495366174	674.7283185571	21 2  2014	 0 33 13.60     	
6150221_00	28.4870405240	-16.3495531791	674.7302166652	21 2  2014	 0 33 13.80     	
6150221_00	28.4870450271	-16.3495695056	674.7272703359	21 2  2014	 0 33 14.00     	
6150221_00	28.4870494931	-16.3495857796	674.7316706432	21 2  2014	 0 33 14.20     	
6150221_00	28.4870539860	-16.3496017875	674.7435381114	21 2  2014	 0 33 14.40     	
6150221_00	28.4870583579	-16.3496174259	674.7454825370	21 2  2014	 0 33 14.60     	
6150221_00	28.4870628727	-16.3496330744	674.7354725543	21 2  2014	 0 33 14.80     	
6150221_00	28.4870671482	-16.3496483728	674.7505912827	21 2  2014	 0 33 15.00     	
6150221_00	28.4870714104	-16.3496634537	674.7497286350	21 2  2014	 0 33 15.20     	
6150221_00	28.4870755954	-16.3496782380	674.7521026796	21 2  2014	 0 33 15.40     	
6150221_00	28.4870798264	-16.3496927582	674.7505165255	21 2  2014	 0 33 15.60     	
6150221_00	28.4870839861	-16.3497069743	674.7590597747	21 2  2014	 0 33 15.80     	
6150221_00	28.4870882658	-16.3497207633	674.7475841278	21 2  2014	 0 33 16.00     	
6150221_00	28.4870925733	-16.3497341754	674.7503489442	21 2  2014	 0 33 16.20     	
6150221_00	28.4870970163	-16.3497471206	674.7530561266	21 2  2014	 0 33 16.40     	
6150221_00	28.4871016351	-16.3497597891	674.7470372608	21 2  2014	 0 33 16.60     	
6150221_00	28.4871065834	-16.3497719906	674.7638289994	21 2  2014	 0 33 16.80     	
6150221_00	28.4871117942	-16.3497836747	674.7643382559	21 2  2014	 0 33 17.00     	
6150221_00	28.4871175203	-16.3497947982	674.7524556266	21 2  2014	 0 33 17.20     	
6150221_00	28.4871235596	-16.3498053315	674.7549297176	21 2  2014	 0 33 17.40     	
6150221_00	28.4871299221	-16.3498153401	674.7621651888	21 2  2014	 0 33 17.60     	
6150221_00	28.4871366874	-16.3498247175	674.7561887493	21 2  2014	 0 33 17.80     	
6150221_00	28.4871437360	-16.3498334585	674.7611871101	21 2  2014	 0 33 18.00     	
6150221_00	28.4871510448	-16.3498416326	674.7457029112	21 2  2014	 0 33 18.20     	
6150221_00	28.4871587243	-16.3498490879	674.7472488424	21 2  2014	 0 33 18.40     	
6150221_00	28.4871667156	-16.3498559594	674.7429614291	21 2  2014	 0 33 18.60     	
6150221_00	28.4871749557	-16.3498623240	674.7473745560	21 2  2014	 0 33 18.80     	
6150221_00	28.4871834992	-16.3498680296	674.7464416940	21 2  2014	 0 33 19.00     	
6150221_00	28.4871921962	-16.3498731505	674.7271710038	21 2  2014	 0 33 19.20     	
6150221_00	28.4872012323	-16.3498777463	674.7259743931	21 2  2014	 0 33 19.40     	
6150221_00	28.4872106502	-16.3498818944	674.7144693937	21 2  2014	 0 33 19.60     	
6150221_00	28.4872205656	-16.3498854068	674.7062713867	21 2  2014	 0 33 19.80     	
6150221_00	28.4872308105	-16.3498885439	674.7059330298	21 2  2014	 0 33 20.00     	
6150221_00	28.4872413251	-16.3498911762	674.7120651258	21 2  2014	 0 33 20.20     	
6150221_00	28.4872520428	-16.3498931303	674.6929153157	21 2  2014	 0 33 20.40     	
6150221_00	28.4872628989	-16.3498947582	674.6894183680	21 2  2014	 0 33 20.60     	
6150221_00	28.4872739252	-16.3498960459	674.6863834802	21 2  2014	 0 33 20.80     	
6150221_00	28.4872850967	-16.3498968686	674.6807136545	21 2  2014	 0 33 21.00     	
6150221_00	28.4872964357	-16.3498975885	674.6700698594	21 2  2014	 0 33 21.20     	
6150221_00	28.4873080326	-16.3498979087	674.6568434155	21 2  2014	 0 33 21.40     	
6150221_00	28.4873198394	-16.3498978843	674.6518135611	21 2  2014	 0 33 21.60     	
6150221_00	28.4873318417	-16.3498974462	674.6386238476	21 2  2014	 0 33 21.80     	
6150221_00	28.4873440602	-16.3498966274	674.6330487262	21 2  2014	 0 33 22.00     	
6150221_00	28.4873564673	-16.3498954553	674.6195353717	21 2  2014	 0 33 22.20     	
6150221_00	28.4873689780	-16.3498938109	674.6199591802	21 2  2014	 0 33 22.40     	
6150221_00	28.4873816752	-16.3498917346	674.5972278025	21 2  2014	 0 33 22.60     	
6150221_00	28.4873944714	-16.3498892006	674.5885575460	21 2  2014	 0 33 22.80     	
6150221_00	28.4874073810	-16.3498862460	674.5833049640	21 2  2014	 0 33 23.00     	
6150221_00	28.4874203207	-16.3498828590	674.5720419036	21 2  2014	 0 33 23.20     	
6150221_00	28.4874332660	-16.3498790821	674.5586121585	21 2  2014	 0 33 23.40     	
6150221_00	28.4874461706	-16.3498748166	674.5455652699	21 2  2014	 0 33 23.60     	
