6150221_00	28.4855557219	-16.3474869200	674.6538471496	21 2  2014	 0 25 53.60     	
6150221_00	28.4855686688	-16.3475064028	674.6734880395	21 2  2014	 0 25 53.80     	
6150221_00	28.4855814497	-16.3475256591	674.7108525392	21 2  2014	 0 25 54.00     	
6150221_00	28.4855941341	-16.3475447823	674.7519220980	21 2  2014	 0 25 54.20     	
6150221_00	28.4856067243	-16.3475638311	674.7850339850	21 2  2014	 0 25 54.40     	
6150221_00	28.4856191974	-16.3475827119	674.8092772579	21 2  2014	 0 25 54.60     	
6150221_00	28.4856314450	-16.3476013909	674.8313205997	21 2  2014	 0 25 54.80     	
6150221_00	28.4856436262	-16.3476199107	674.8584070364	21 2  2014	 0 25 55.00     	
6150221_00	28.4856556751	-16.3476382383	674.8942050766	21 2  2014	 0 25 55.20     	
6150221_00	28.4856675716	-16.3476564495	674.9282858325	21 2  2014	 0 25 55.40     	
6150221_00	28.4856792749	-16.3476743955	674.9519354077	21 2  2014	 0 25 55.60     	
6150221_00	28.4856908008	-16.3476921524	674.9783247793	21 2  2014	 0 25 55.80     	
6150221_00	28.4857021507	-16.3477096065	674.9999367110	21 2  2014	 0 25 56.00     	
6150221_00	28.4857133018	-16.3477268863	675.0324547337	21 2  2014	 0 25 56.20     	
6150221_00	28.4857242999	-16.3477439711	675.0611049337	21 2  2014	 0 25 56.40     	
6150221_00	28.4857351560	-16.3477607642	675.0877617188	21 2  2014	 0 25 56.60     	
6150221_00	28.4857458348	-16.3477773127	675.1086530583	21 2  2014	 0 25 56.80     	
6150221_00	28.4857563605	-16.3477935438	675.1357722646	21 2  2014	 0 25 57.00     	
6150221_00	28.4857667545	-16.3478095269	675.1615719283	21 2  2014	 0 25 57.20     	
6150221_00	28.4857770325	-16.3478252430	675.1857894035	21 2  2014	 0 25 57.40     	
6150221_00	28.4857871768	-16.3478406871	675.1998804472	21 2  2014	 0 25 57.60     	
6150221_00	28.4857972296	-16.3478559183	675.2146410290	21 2  2014	 0 25 57.80     	
6150221_00	28.4858071731	-16.3478708477	675.2264732337	21 2  2014	 0 25 58.00     	
6150221_00	28.4858170178	-16.3478857909	675.2471835418	21 2  2014	 0 25 58.20     	
6150221_00	28.4858268248	-16.3479006228	675.2583537307	21 2  2014	 0 25 58.40     	
6150221_00	28.4858365974	-16.3479154225	675.2689647730	21 2  2014	 0 25 58.60     	
6150221_00	28.4858464518	-16.3479302768	675.2790535865	21 2  2014	 0 25 58.80     	
6150221_00	28.4858563574	-16.3479451853	675.2871943824	21 2  2014	 0 25 59.00     	
6150221_00	28.4858662854	-16.3479602198	675.3056250662	21 2  2014	 0 25 59.20     	
6150221_00	28.4858763488	-16.3479754201	675.3175091483	21 2  2014	 0 25 59.40     	
6150221_00	28.4858865077	-16.3479907429	675.3338426389	21 2  2014	 0 25 59.60     	
6150221_00	28.4858967367	-16.3480061736	675.3410096867	21 2  2014	 0 25 59.80     	
6150221_00	28.4859070441	-16.3480218446	675.3533189194	21 2  2014	 0 26 0.00      	
6150221_00	28.4859172998	-16.3480376863	675.3499589143	21 2  2014	 0 26 0.20      	
6150221_00	28.4859276257	-16.3480536979	675.3607349582	21 2  2014	 0 26 0.40      	
6150221_00	28.4859380091	-16.3480699710	675.3793214662	21 2  2014	 0 26 0.60      	
6150221_00	28.4859483270	-16.3480864194	675.3885382405	21 2  2014	 0 26 0.80      	
6150221_00	28.4859584646	-16.3481031442	675.4026335068	21 2  2014	 0 26 1.00      	
6150221_00	28.4859684490	-16.3481200085	675.4159803307	21 2  2014	 0 26 1.20      	
6150221_00	28.4859783537	-16.3481370639	675.4281703820	21 2  2014	 0 26 1.40      	
6150221_00	28.4859880712	-16.3481543853	675.4467610624	21 2  2014	 0 26 1.60      	
6150221_00	28.4859976900	-16.3481719855	675.4635560336	21 2  2014	 0 26 1.80      	
6150221_00	28.4860071656	-16.3481898576	675.4823478665	21 2  2014	 0 26 2.00      	
6150221_00	28.4860164654	-16.3482080540	675.5022680713	21 2  2014	 0 26 2.20      	
6150221_00	28.4860255623	-16.3482266703	675.5260984395	21 2  2014	 0 26 2.40      	
6150221_00	28.4860343813	-16.3482456499	675.5512889223	21 2  2014	 0 26 2.60      	
6150221_00	28.4860428763	-16.3482650259	675.5736346561	21 2  2014	 0 26 2.80      	
6150221_00	28.4860510351	-16.3482848518	675.6060770079	21 2  2014	 0 26 3.00      	
6150221_00	28.4860589270	-16.3483049854	675.6335273441	21 2  2014	 0 26 3.20      	
6150221_00	28.4860665487	-16.3483255650	675.6622504145	21 2  2014	 0 26 3.40      	
6150221_00	28.4860740145	-16.3483464787	675.6884127548	21 2  2014	 0 26 3.60      	
6150221_00	28.4860813555	-16.3483676201	675.7087904084	21 2  2014	 0 26 3.80      	
6150221_00	28.4860886306	-16.3483890941	675.7353196135	21 2  2014	 0 26 4.00      	
6150221_00	28.4860959398	-16.3484108140	675.7596229855	21 2  2014	 0 26 4.20      	
6150221_00	28.4861033296	-16.3484326175	675.7805007109	21 2  2014	 0 26 4.40      	
6150221_00	28.4861108509	-16.3484548489	675.8156922460	21 2  2014	 0 26 4.60      	
6150221_00	28.4861183878	-16.3484770933	675.8213054966	21 2  2014	 0 26 4.80      	
6150221_00	28.4861259336	-16.3484995559	675.8497220175	21 2  2014	 0 26 5.00      	
6150221_00	28.4861335415	-16.3485223417	675.8900161507	21 2  2014	 0 26 5.20      	
6150221_00	28.4861412597	-16.3485452826	675.9119419120	21 2  2014	 0 26 5.40      	
6150221_00	28.4861490093	-16.3485684387	675.9413828589	21 2  2014	 0 26 5.60      	
6150221_00	28.4861568285	-16.3485917198	675.9629900623	21 2  2014	 0 26 5.80      	
6150221_00	28.4861646874	-16.3486151647	675.9849809529	21 2  2014	 0 26 6.00      	
6150221_00	28.4861725476	-16.3486385856	676.0082933670	21 2  2014	 0 26 6.20      	
6150221_00	28.4861804004	-16.3486620752	676.0383754959	21 2  2014	 0 26 6.40      	
6150221_00	28.4861882542	-16.3486856276	676.0534136659	21 2  2014	 0 26 6.60      	
6150221_00	28.4861961045	-16.3487092343	676.0705112033	21 2  2014	 0 26 6.80      	
6150221_00	28.4862039988	-16.3487329217	676.0877623372	21 2  2014	 0 26 7.00      	
6150221_00	28.4862119699	-16.3487567867	676.1031732196	21 2  2014	 0 26 7.20      	
6150221_00	28.4862199660	-16.3487807799	676.1238797763	21 2  2014	 0 26 7.40      	
6150221_00	28.4862280062	-16.3488048564	676.1402512649	21 2  2014	 0 26 7.60      	
6150221_00	28.4862360993	-16.3488291289	676.1583409980	21 2  2014	 0 26 7.80      	
6150221_00	28.4862441957	-16.3488534463	676.1668748586	21 2  2014	 0 26 8.00      	
6150221_00	28.4862522484	-16.3488778061	676.1852986123	21 2  2014	 0 26 8.20      	
6150221_00	28.4862603169	-16.3489022525	676.2107786834	21 2  2014	 0 26 8.40      	
6150221_00	28.4862683624	-16.3489267307	676.2275669714	21 2  2014	 0 26 8.60      	
6150221_00	28.4862763631	-16.3489511317	676.2381944088	21 2  2014	 0 26 8.80      	
6150221_00	28.4862843044	-16.3489754254	676.2576806666	21 2  2014	 0 26 9.00      	
6150221_00	28.4862921229	-16.3489994682	676.2760676211	21 2  2014	 0 26 9.20      	
6150221_00	28.4862998471	-16.3490234341	676.2985863974	21 2  2014	 0 26 9.40      	
6150221_00	28.4863074651	-16.3490470237	676.3111854373	21 2  2014	 0 26 9.60      	
6150221_00	28.4863150030	-16.3490703234	676.3293771576	21 2  2014	 0 26 9.80      	
6150221_00	28.4863223874	-16.3490933443	676.3423588714	21 2  2014	 0 26 10.00     	
6150221_00	28.4863296550	-16.3491160446	676.3534185803	21 2  2014	 0 26 10.20     	
6150221_00	28.4863368510	-16.3491385085	676.3663694588	21 2  2014	 0 26 10.40     	
6150221_00	28.4863439568	-16.3491607418	676.3816447435	21 2  2014	 0 26 10.60     	
6150221_00	28.4863510024	-16.3491828107	676.3873846764	21 2  2014	 0 26 10.80     	
6150221_00	28.4863580235	-16.3492046828	676.4025841774	21 2  2014	 0 26 11.00     	
6150221_00	28.4863649936	-16.3492264857	676.4184694644	21 2  2014	 0 26 11.20     	
6150221_00	28.4863719629	-16.3492481965	676.4283146756	21 2  2014	 0 26 11.40     	
6150221_00	28.4863789739	-16.3492699522	676.4309291942	21 2  2014	 0 26 11.60     	
6150221_00	28.4863860808	-16.3492916886	676.4397724597	21 2  2014	 0 26 11.80     	
6150221_00	28.4863932509	-16.3493135410	676.4428309277	21 2  2014	 0 26 12.00     	
6150221_00	28.4864005183	-16.3493353984	676.4412120925	21 2  2014	 0 26 12.20     	
6150221_00	28.4864078458	-16.3493574107	676.4387784312	21 2  2014	 0 26 12.40     	
6150221_00	28.4864152384	-16.3493795453	676.4386283820	21 2  2014	 0 26 12.60     	
6150221_00	28.4864227510	-16.3494017957	676.4408504516	21 2  2014	 0 26 12.80     	
6150221_00	28.4864303020	-16.3494242609	676.4481436377	21 2  2014	 0 26 13.00     	
6150221_00	28.4864378987	-16.3494468945	676.4512991318	21 2  2014	 0 26 13.20     	
6150221_00	28.4864455178	-16.3494695901	676.4493501568	21 2  2014	 0 26 13.40     	
6150221_00	28.4864531082	-16.3494923391	676.4490182670	21 2  2014	 0 26 13.60     	
6150221_00	28.4864607291	-16.3495151777	676.4516500663	21 2  2014	 0 26 13.80     	
6150221_00	28.4864683466	-16.3495380647	676.4584622439	21 2  2014	 0 26 14.00     	
6150221_00	28.4864759815	-16.3495609956	676.4597042250	21 2  2014	 0 26 14.20     	
6150221_00	28.4864835939	-16.3495840179	676.4556916598	21 2  2014	 0 26 14.40     	
6150221_00	28.4864912087	-16.3496070710	676.4620014587	21 2  2014	 0 26 14.60     	
6150221_00	28.4864988076	-16.3496302058	676.4645723524	21 2  2014	 0 26 14.80     	
6150221_00	28.4865063938	-16.3496533095	676.4651581980	21 2  2014	 0 26 15.00     	
6150221_00	28.4865139815	-16.3496764640	676.4678932372	21 2  2014	 0 26 15.20     	
6150221_00	28.4865215966	-16.3496996200	676.4606050653	21 2  2014	 0 26 15.40     	
6150221_00	28.4865291727	-16.3497227943	676.4604214374	21 2  2014	 0 26 15.60     	
6150221_00	28.4865367280	-16.3497459686	676.4597557494	21 2  2014	 0 26 15.80     	
6150221_00	28.4865443266	-16.3497691997	676.4597514700	21 2  2014	 0 26 16.00     	
6150221_00	28.4865519127	-16.3497924527	676.4592636954	21 2  2014	 0 26 16.20     	
6150221_00	28.4865595056	-16.3498156073	676.4547362318	21 2  2014	 0 26 16.40     	
6150221_00	28.4865671937	-16.3498389579	676.4604222160	21 2  2014	 0 26 16.60     	
6150221_00	28.4865748294	-16.3498623520	676.4621106843	21 2  2014	 0 26 16.80     	
6150221_00	28.4865825690	-16.3498858900	676.4634711538	21 2  2014	 0 26 17.00     	
6150221_00	28.4865903126	-16.3499093636	676.4425643897	21 2  2014	 0 26 17.20     	
6150221_00	28.4865981274	-16.3499330182	676.4457826866	21 2  2014	 0 26 17.40     	
6150221_00	28.4866060200	-16.3499567916	676.4417369924	21 2  2014	 0 26 17.60     	
6150221_00	28.4866140117	-16.3499807000	676.4324619416	21 2  2014	 0 26 17.80     	
6150221_00	28.4866220814	-16.3500046490	676.4214650663	21 2  2014	 0 26 18.00     	
6150221_00	28.4866302270	-16.3500286908	676.4097549710	21 2  2014	 0 26 18.20     	
6150221_00	28.4866384344	-16.3500528795	676.4033618467	21 2  2014	 0 26 18.40     	
6150221_00	28.4866466122	-16.3500771855	676.3970940681	21 2  2014	 0 26 18.60     	
6150221_00	28.4866547970	-16.3501015457	676.3879097402	21 2  2014	 0 26 18.80     	
6150221_00	28.4866630076	-16.3501259389	676.3713975828	21 2  2014	 0 26 19.00     	
6150221_00	28.4866711635	-16.3501503552	676.3610013872	21 2  2014	 0 26 19.20     	
6150221_00	28.4866793379	-16.3501748070	676.3463617042	21 2  2014	 0 26 19.40     	
6150221_00	28.4866875688	-16.3501992533	676.3256095676	21 2  2014	 0 26 19.60     	
6150221_00	28.4866957568	-16.3502237466	676.3168925643	21 2  2014	 0 26 19.80     	
6150221_00	28.4867039454	-16.3502482225	676.3060552664	21 2  2014	 0 26 20.00     	
6150221_00	28.4867121051	-16.3502728308	676.2959123123	21 2  2014	 0 26 20.20     	
6150221_00	28.4867203091	-16.3502973775	676.2872302802	21 2  2014	 0 26 20.40     	
6150221_00	28.4867285426	-16.3503220077	676.2716313032	21 2  2014	 0 26 20.60     	
6150221_00	28.4867366909	-16.3503465960	676.2550903643	21 2  2014	 0 26 20.80     	
6150221_00	28.4867448782	-16.3503712295	676.2364923805	21 2  2014	 0 26 21.00     	
6150221_00	28.4867530516	-16.3503959207	676.2254886925	21 2  2014	 0 26 21.20     	
6150221_00	28.4867612170	-16.3504206809	676.2008456439	21 2  2014	 0 26 21.40     	
6150221_00	28.4867693787	-16.3504454808	676.1923119277	21 2  2014	 0 26 21.60     	
6150221_00	28.4867774620	-16.3504704216	676.1768940547	21 2  2014	 0 26 21.80     	
6150221_00	28.4867855566	-16.3504953591	676.1617794214	21 2  2014	 0 26 22.00     	
6150221_00	28.4867936968	-16.3505203858	676.1528280722	21 2  2014	 0 26 22.20     	
6150221_00	28.4868018268	-16.3505454887	676.1310174409	21 2  2014	 0 26 22.40     	
6150221_00	28.4868099666	-16.3505706123	676.1120372843	21 2  2014	 0 26 22.60     	
6150221_00	28.4868181793	-16.3505957925	676.0995854214	21 2  2014	 0 26 22.80     	
6150221_00	28.4868263856	-16.3506210153	676.0857876567	21 2  2014	 0 26 23.00     	
6150221_00	28.4868346427	-16.3506463022	676.0689391764	21 2  2014	 0 26 23.20     	
6150221_00	28.4868429114	-16.3506715751	676.0565412492	21 2  2014	 0 26 23.40     	
6150221_00	28.4868511918	-16.3506968651	676.0397743508	21 2  2014	 0 26 23.60     	
6150221_00	28.4868594891	-16.3507222282	676.0174409850	21 2  2014	 0 26 23.80     	
6150221_00	28.4868677774	-16.3507474732	675.9998360928	21 2  2014	 0 26 24.00     	
6150221_00	28.4868760966	-16.3507727290	675.9788028821	21 2  2014	 0 26 24.20     	
6150221_00	28.4868843751	-16.3507979518	675.9579424476	21 2  2014	 0 26 24.40     	
6150221_00	28.4868926403	-16.3508231926	675.9467863888	21 2  2014	 0 26 24.60     	
6150221_00	28.4869008195	-16.3508484434	675.9332735036	21 2  2014	 0 26 24.80     	
6150221_00	28.4869090284	-16.3508736588	675.9141880637	21 2  2014	 0 26 25.00     	
6150221_00	28.4869173043	-16.3508988160	675.8977999231	21 2  2014	 0 26 25.20     	
6150221_00	28.4869255648	-16.3509239337	675.8850782244	21 2  2014	 0 26 25.40     	
6150221_00	28.4869338329	-16.3509490577	675.8644768242	21 2  2014	 0 26 25.60     	
6150221_00	28.4869420894	-16.3509741589	675.8485935619	21 2  2014	 0 26 25.80     	
6150221_00	28.4869503803	-16.3509991560	675.8297492275	21 2  2014	 0 26 26.00     	
6150221_00	28.4869586935	-16.3510241237	675.8183849333	21 2  2014	 0 26 26.20     	
6150221_00	28.4869669525	-16.3510490052	675.8024240164	21 2  2014	 0 26 26.40     	
6150221_00	28.4869751883	-16.3510737769	675.7940773834	21 2  2014	 0 26 26.60     	
6150221_00	28.4869834385	-16.3510984207	675.7767214887	21 2  2014	 0 26 26.80     	
6150221_00	28.4869916471	-16.3511229701	675.7636615131	21 2  2014	 0 26 27.00     	
6150221_00	28.4869997744	-16.3511473445	675.7502839426	21 2  2014	 0 26 27.20     	
6150221_00	28.4870079020	-16.3511715725	675.7313769124	21 2  2014	 0 26 27.40     	
6150221_00	28.4870159678	-16.3511956343	675.7218085723	21 2  2014	 0 26 27.60     	
6150221_00	28.4870239656	-16.3512195357	675.7064277492	21 2  2014	 0 26 27.80     	
6150221_00	28.4870318937	-16.3512431406	675.6835314743	21 2  2014	 0 26 28.00     	
6150221_00	28.4870397127	-16.3512666058	675.6744852336	21 2  2014	 0 26 28.20     	
6150221_00	28.4870474361	-16.3512898280	675.6571223019	21 2  2014	 0 26 28.40     	
6150221_00	28.4870550898	-16.3513127641	675.6423500171	21 2  2014	 0 26 28.60     	
6150221_00	28.4870626564	-16.3513354701	675.6225240119	21 2  2014	 0 26 28.80     	
6150221_00	28.4870701022	-16.3513578671	675.6054160064	21 2  2014	 0 26 29.00     	
6150221_00	28.4870774426	-16.3513800491	675.5944172489	21 2  2014	 0 26 29.20     	
6150221_00	28.4870847022	-16.3514020781	675.5842803176	21 2  2014	 0 26 29.40     	
6150221_00	28.4870919248	-16.3514239448	675.5671004578	21 2  2014	 0 26 29.60     	
6150221_00	28.4870990326	-16.3514455502	675.5534392148	21 2  2014	 0 26 29.80     	
6150221_00	28.4871060447	-16.3514670167	675.5439952966	21 2  2014	 0 26 30.00     	
6150221_00	28.4871129904	-16.3514882856	675.5249801846	21 2  2014	 0 26 30.20     	
6150221_00	28.4871199074	-16.3515093368	675.5122710811	21 2  2014	 0 26 30.40     	
6150221_00	28.4871267470	-16.3515302026	675.5059891995	21 2  2014	 0 26 30.60     	
6150221_00	28.4871335133	-16.3515509203	675.5080533754	21 2  2014	 0 26 30.80     	
6150221_00	28.4871401858	-16.3515714339	675.5044446969	21 2  2014	 0 26 31.00     	
6150221_00	28.4871467897	-16.3515917383	675.5042806007	21 2  2014	 0 26 31.20     	
6150221_00	28.4871533515	-16.3516118937	675.4935878394	21 2  2014	 0 26 31.40     	
6150221_00	28.4871598294	-16.3516318252	675.4798782635	21 2  2014	 0 26 31.60     	
6150221_00	28.4871663026	-16.3516516053	675.4627436977	21 2  2014	 0 26 31.80     	
6150221_00	28.4871727286	-16.3516712965	675.4548543841	21 2  2014	 0 26 32.00     	
6150221_00	28.4871791440	-16.3516908170	675.4454753781	21 2  2014	 0 26 32.20     	
6150221_00	28.4871855248	-16.3517102901	675.4275141750	21 2  2014	 0 26 32.40     	
6150221_00	28.4871919153	-16.3517297132	675.4196946491	21 2  2014	 0 26 32.60     	
6150221_00	28.4871983335	-16.3517491272	675.4067175929	21 2  2014	 0 26 32.80     	
6150221_00	28.4872046916	-16.3517685892	675.3979027467	21 2  2014	 0 26 33.00     	
6150221_00	28.4872110404	-16.3517881064	675.3819839293	21 2  2014	 0 26 33.20     	
6150221_00	28.4872173445	-16.3518074649	675.3671902698	21 2  2014	 0 26 33.40     	
6150221_00	28.4872235746	-16.3518266926	675.3455965193	21 2  2014	 0 26 33.60     	
6150221_00	28.4872297205	-16.3518457252	675.3390619783	21 2  2014	 0 26 33.80     	
6150221_00	28.4872357470	-16.3518645306	675.3318159096	21 2  2014	 0 26 34.00     	
6150221_00	28.4872416563	-16.3518831026	675.3156523062	21 2  2014	 0 26 34.20     	
6150221_00	28.4872474903	-16.3519014849	675.3042060705	21 2  2014	 0 26 34.40     	
6150221_00	28.4872532488	-16.3519197366	675.2853159895	21 2  2014	 0 26 34.60     	
6150221_00	28.4872589615	-16.3519378452	675.2796702618	21 2  2014	 0 26 34.80     	
6150221_00	28.4872645191	-16.3519557492	675.2624609983	21 2  2014	 0 26 35.00     	
6150221_00	28.4872700012	-16.3519734732	675.2571162041	21 2  2014	 0 26 35.20     	
6150221_00	28.4872753626	-16.3519908929	675.2470704028	21 2  2014	 0 26 35.40     	
6150221_00	28.4872806735	-16.3520079916	675.2295555463	21 2  2014	 0 26 35.60     	
6150221_00	28.4872858636	-16.3520248277	675.2241068631	21 2  2014	 0 26 35.80     	
6150221_00	28.4872909850	-16.3520413005	675.2125722570	21 2  2014	 0 26 36.00     	
6150221_00	28.4872960516	-16.3520574197	675.2030767091	21 2  2014	 0 26 36.20     	
6150221_00	28.4873010342	-16.3520731598	675.1837390987	21 2  2014	 0 26 36.40     	
6150221_00	28.4873059159	-16.3520884874	675.1733441036	21 2  2014	 0 26 36.60     	
6150221_00	28.4873107291	-16.3521033662	675.1640888285	21 2  2014	 0 26 36.80     	
6150221_00	28.4873154500	-16.3521177533	675.1508614998	21 2  2014	 0 26 37.00     	
6150221_00	28.4873200656	-16.3521315964	675.1407340234	21 2  2014	 0 26 37.20     	
6150221_00	28.4873246478	-16.3521451363	675.1287075263	21 2  2014	 0 26 37.40     	
6150221_00	28.4873291825	-16.3521585322	675.1243918510	21 2  2014	 0 26 37.60     	
6150221_00	28.4873336829	-16.3521716706	675.1209037798	21 2  2014	 0 26 37.80     	
6150221_00	28.4873382004	-16.3521847233	675.1042482117	21 2  2014	 0 26 38.00     	
6150221_00	28.4873427680	-16.3521977627	675.0998011613	21 2  2014	 0 26 38.20     	
6150221_00	28.4873474459	-16.3522109492	675.0851824377	21 2  2014	 0 26 38.40     	
6150221_00	28.4873521977	-16.3522245026	675.0853913054	21 2  2014	 0 26 38.60     	
6150221_00	28.4873570720	-16.3522383848	675.0761795994	21 2  2014	 0 26 38.80     	
6150221_00	28.4873620929	-16.3522526240	675.0596028846	21 2  2014	 0 26 39.00     	
6150221_00	28.4873672608	-16.3522671612	675.0512529686	21 2  2014	 0 26 39.20     	
6150221_00	28.4873724709	-16.3522821350	675.0370416818	21 2  2014	 0 26 39.40     	
6150221_00	28.4873777356	-16.3522974209	675.0212735785	21 2  2014	 0 26 39.60     	
6150221_00	28.4873831725	-16.3523130951	675.0060790768	21 2  2014	 0 26 39.80     	
6150221_00	28.4873887314	-16.3523290819	674.9948049858	21 2  2014	 0 26 40.00     	
6150221_00	28.4873944617	-16.3523454636	674.9818986356	21 2  2014	 0 26 40.20     	
6150221_00	28.4874003197	-16.3523621600	674.9683905244	21 2  2014	 0 26 40.40     	
6150221_00	28.4874062524	-16.3523792045	674.9592069201	21 2  2014	 0 26 40.60     	
6150221_00	28.4874122934	-16.3523965843	674.9448964698	21 2  2014	 0 26 40.80     	
6150221_00	28.4874184744	-16.3524142508	674.9287638189	21 2  2014	 0 26 41.00     	
6150221_00	28.4874247715	-16.3524322383	674.9184200699	21 2  2014	 0 26 41.20     	
6150221_00	28.4874310901	-16.3524504751	674.9018541211	21 2  2014	 0 26 41.40     	
6150221_00	28.4874374445	-16.3524689735	674.8910241527	21 2  2014	 0 26 41.60     	
6150221_00	28.4874438664	-16.3524876663	674.8797557447	21 2  2014	 0 26 41.80     	
6150221_00	28.4874502949	-16.3525065992	674.8606215436	21 2  2014	 0 26 42.00     	
6150221_00	28.4874566891	-16.3525256754	674.8483234299	21 2  2014	 0 26 42.20     	
6150221_00	28.4874630879	-16.3525448544	674.8337800661	21 2  2014	 0 26 42.40     	
6150221_00	28.4874694523	-16.3525640517	674.8237363454	21 2  2014	 0 26 42.60     	
6150221_00	28.4874757012	-16.3525832489	674.8112608595	21 2  2014	 0 26 42.80     	
6150221_00	28.4874818499	-16.3526022899	674.7989254557	21 2  2014	 0 26 43.00     	
6150221_00	28.4874878850	-16.3526211877	674.7896159505	21 2  2014	 0 26 43.20     	
6150221_00	28.4874938845	-16.3526399281	674.7702483479	21 2  2014	 0 26 43.40     	
6150221_00	28.4874997263	-16.3526585712	674.7630577637	21 2  2014	 0 26 43.60     	
6150221_00	28.4875054537	-16.3526770580	674.7472397527	21 2  2014	 0 26 43.80     	
6150221_00	28.4875110284	-16.3526952060	674.7356138192	21 2  2014	 0 26 44.00     	
6150221_00	28.4875165145	-16.3527130618	674.7259280998	21 2  2014	 0 26 44.20     	
6150221_00	28.4875217965	-16.3527307089	674.7128283717	21 2  2014	 0 26 44.40     	
6150221_00	28.4875268790	-16.3527480046	674.7010891931	21 2  2014	 0 26 44.60     	
6150221_00	28.4875317985	-16.3527652673	674.6774620023	21 2  2014	 0 26 44.80     	
6150221_00	28.4875364952	-16.3527822516	674.6564335078	21 2  2014	 0 26 45.00     	
6150221_00	28.4875410113	-16.3527990634	674.6379994219	21 2  2014	 0 26 45.20     	
6150221_00	28.4875453669	-16.3528157996	674.6257910524	21 2  2014	 0 26 45.40     	
6150221_00	28.4875495198	-16.3528323693	674.6123203095	21 2  2014	 0 26 45.60     	
6150221_00	28.4875533906	-16.3528487833	674.6043027043	21 2  2014	 0 26 45.80     	
6150221_00	28.4875569094	-16.3528650012	674.5922304625	21 2  2014	 0 26 46.00     	
6150221_00	28.4875599149	-16.3528810234	674.5826747222	21 2  2014	 0 26 46.20     	
6150221_00	28.4875624297	-16.3528968522	674.5698303413	21 2  2014	 0 26 46.40     	
6150221_00	28.4875644547	-16.3529125454	674.5694349390	21 2  2014	 0 26 46.60     	
6150221_00	28.4875658767	-16.3529280961	674.5667282110	21 2  2014	 0 26 46.80     	
6150221_00	28.4875666929	-16.3529434770	674.5537561020	21 2  2014	 0 26 47.00     	
6150221_00	28.4875668809	-16.3529586757	674.5486566275	21 2  2014	 0 26 47.20     	
6150221_00	28.4875664194	-16.3529736848	674.5524576250	21 2  2014	 0 26 47.40     	
6150221_00	28.4875651994	-16.3529885417	674.5576305073	21 2  2014	 0 26 47.60     	
6150221_00	28.4875632258	-16.3530031963	674.5521479417	21 2  2014	 0 26 47.80     	
6150221_00	28.4875606787	-16.3530176365	674.5386784328	21 2  2014	 0 26 48.00     	
6150221_00	28.4875574744	-16.3530318446	674.5321114184	21 2  2014	 0 26 48.20     	
6150221_00	28.4875537608	-16.3530458076	674.5134869432	21 2  2014	 0 26 48.40     	
6150221_00	28.4875492919	-16.3530596120	674.5126016373	21 2  2014	 0 26 48.60     	
6150221_00	28.4875442344	-16.3530732654	674.4983434808	21 2  2014	 0 26 48.80     	
6150221_00	28.4875386518	-16.3530867241	674.4808092555	21 2  2014	 0 26 49.00     	
6150221_00	28.4875324132	-16.3530998728	674.4782981873	21 2  2014	 0 26 49.20     	
6150221_00	28.4875256733	-16.3531129129	674.4734147144	21 2  2014	 0 26 49.40     	
6150221_00	28.4875181626	-16.3531255200	674.4864885695	21 2  2014	 0 26 49.60     	
6150221_00	28.4875101787	-16.3531375955	674.4929108862	21 2  2014	 0 26 49.80     	
6150221_00	28.4875018440	-16.3531492697	674.4965799768	21 2  2014	 0 26 50.00     	
6150221_00	28.4874930936	-16.3531604360	674.4956279667	21 2  2014	 0 26 50.20     	
6150221_00	28.4874839174	-16.3531712222	674.4980380917	21 2  2014	 0 26 50.40     	
6150221_00	28.4874742294	-16.3531815856	674.4980237233	21 2  2014	 0 26 50.60     	
6150221_00	28.4874640123	-16.3531915285	674.5088507598	21 2  2014	 0 26 50.80     	
6150221_00	28.4874533447	-16.3532010793	674.5157518415	21 2  2014	 0 26 51.00     	
6150221_00	28.4874422456	-16.3532101197	674.5247776732	21 2  2014	 0 26 51.20     	
6150221_00	28.4874306435	-16.3532186602	674.5344427377	21 2  2014	 0 26 51.40     	
6150221_00	28.4874185235	-16.3532266477	674.5533485189	21 2  2014	 0 26 51.60     	
6150221_00	28.4874060279	-16.3532340817	674.5681729158	21 2  2014	 0 26 51.80     	
6150221_00	28.4873931972	-16.3532408718	674.5759771075	21 2  2014	 0 26 52.00     	
6150221_00	28.4873799395	-16.3532471282	674.5836640764	21 2  2014	 0 26 52.20     	
6150221_00	28.4873664244	-16.3532527426	674.6039516907	21 2  2014	 0 26 52.40     	
6150221_00	28.4873527571	-16.3532576916	674.6145078633	21 2  2014	 0 26 52.60     	
6150221_00	28.4873388603	-16.3532619749	674.6226203134	21 2  2014	 0 26 52.80     	
6150221_00	28.4873249489	-16.3532654575	674.6422977690	21 2  2014	 0 26 53.00     	
6150221_00	28.4873109403	-16.3532681988	674.6570018306	21 2  2014	 0 26 53.20     	
6150221_00	28.4872968641	-16.3532701451	674.6792931231	21 2  2014	 0 26 53.40     	
6150221_00	28.4872826417	-16.3532713685	674.6915503750	21 2  2014	 0 26 53.60     	
6150221_00	28.4872683434	-16.3532717509	674.7079885527	21 2  2014	 0 26 53.80     	
6150221_00	28.4872540130	-16.3532713770	674.7260495489	21 2  2014	 0 26 54.00     	
6150221_00	28.4872395982	-16.3532702744	674.7482001595	21 2  2014	 0 26 54.20     	
